species,dbh,condition,width,radius,ndvi_count,ndvi_mean,ndvi_median,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,file
ACMA,24,Fair,38,19,11,0.50156106190248,0.503214001655579,0.0139020037115587,0.479093074798584,0.521919071674347,0.0428259968757629,park
ACMA,24.3,Fair,36.5,18.25,11,0.525518135590987,0.527535915374756,0.0056557372850079,0.512636721134186,0.532433807849884,0.0197970867156982,park
PSME,21.4,Fair,29.5,14.75,7,0.544797454561506,0.54663622379303,0.00300722422745955,0.539305090904236,0.547712743282318,0.00840765237808228,park
PSME,24.4,Fair,29.5,14.75,7,0.546229830810002,0.546974360942841,0.00630987618479896,0.535009682178497,0.553025424480438,0.0180157423019409,park
ACMA,16,Poor,14,7,2,0.527049154043198,0.527049154043198,0.00219354033470154,0.524855613708496,0.529242694377899,0.00438708066940308,park
THPL,50,Fair,41.5,20.75,15,0.415694443384806,0.41833570599556,0.0196606508478223,0.380356997251511,0.448814868927002,0.0684578716754913,park
PSME,15.8,Fair,34,17,9,0.504243582487106,0.504989683628082,0.00857609511835983,0.486825555562973,0.514615297317505,0.0277897417545319,park
ACMA,30,Poor,38.5,19.25,12,0.515702505906423,0.518370687961578,0.0310105864627138,0.462383955717087,0.554611086845398,0.0922271311283112,park
THPL,4.5,Good,11,5.5,2,0.307940304279327,0.307940304279327,0.0287486910820007,0.279191613197327,0.336688995361328,0.0574973821640015,park
ACMA,24,Poor,27,13.5,4,0.526002749800682,0.521787047386169,0.0143387482047092,0.51277107000351,0.54766583442688,0.0348947644233704,park
ACMA,6,Fair,18.5,9.25,3,0.443537493546804,0.459104031324387,0.0225326370482091,0.411674320697784,0.45983412861824,0.0481598079204559,park
ACMA,18,Poor,18,9,3,0.408324986696243,0.416732788085938,0.0278070361479083,0.370852053165436,0.437390118837357,0.0665380656719208,park
THPL,4.5,Good,16,8,2,0.28748781979084,0.28748781979084,0.0092286616563797,0.27825915813446,0.29671648144722,0.0184573233127594,park
ACPL,22.8,Fair,46,23,18,0.544648836056391,0.545822322368622,0.0135793011828119,0.50977486371994,0.562659740447998,0.0528848767280579,park
THPL,14.2,Fair,25,12.5,5,0.544722366333008,0.542234539985657,0.00821500011088335,0.532254934310913,0.555756628513336,0.0235016942024231,park
ACPL,7.1,Fair,24.5,12.25,4,0.53197805583477,0.531751781702042,0.00860274850681209,0.521764695644379,0.542643964290619,0.0208792686462402,park
THPL,37.2,Good,46.5,23.25,18,0.480454214745098,0.489713773131371,0.0390236992783211,0.392115473747253,0.533266305923462,0.141150832176208,park
