species,dbh,condition,width,radius,ndvi_count,ndvi_mean,ndvi_median,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,file
THPL,16.6,Fair,24.9477390979641,12.474,5,0.563048923015595,0.566127181053162,0.00788141293389762,0.551766753196716,0.571267545223236,0.0195007920265198,street
THPL,6.9,Fair,14.952781612221864,7.476,2,0.470163211226463,0.470163211226463,0.0011860579252243,0.468977153301239,0.471349269151688,0.00237211585044861,street
THPL,25,Fair,31.01142517054799,15.506,8,0.510410968214273,0.503382205963135,0.0197986128794846,0.482842445373535,0.537868678569794,0.0550262331962585,street
ACMA,3.7,Fair,18.799416722999016,9.4,2,0.430131077766418,0.430131077766418,0.0204898416996002,0.409641236066818,0.450620919466019,0.0409796833992004,street
ACPL,11.2,Fair,30.53171352685567,15.266,7,0.471540182828903,0.470024138689041,0.0479920967328367,0.406322151422501,0.547024071216583,0.140701919794083,street
ACMA,20,Fair,41.413251566485016,20.707,14,0.589389072997229,0.586277306079865,0.0171869188920456,0.556813061237335,0.617416620254517,0.0606035590171814,street
ACPL,29.2,Poor,58.04799914351031,29.024,29,0.592783516850965,0.624409794807434,0.0675816182338185,0.40243536233902,0.662103354930878,0.259667992591858,street
ACMA,13.3,Fair,32.721470064323306,16.361,8,0.431083537638187,0.441407412290573,0.0375174800192403,0.371821999549866,0.472076922655106,0.10025492310523999,street
ACPL,30.4,Poor,59.19195152349909,29.596,29,0.514395421948926,0.522948682308197,0.0410255591372874,0.405317097902298,0.566630959510803,0.161313861608505,street
THPL,30,Good,33.89889331882891,16.949,9,0.589770873387655,0.587710320949554,0.0217604310728272,0.557104170322418,0.624932527542114,0.067828357219696,street
ACPL,10.9,Fair,29.9391126608008,14.97,7,0.498936695711953,0.50290060043335,0.0328076052051476,0.460755527019501,0.545584797859192,0.0848292708396912,street
THPL,33.1,Good,35.53108221828035,17.766,10,0.530874153971672,0.538933783769608,0.0182665914236908,0.491138607263565,0.551550984382629,0.0604123771190643,street
ACPL,4.9,Good,17.426441646931966,8.713,2,0.209062844514847,0.209062844514847,0.04522705078125,0.163835793733597,0.254289895296097,0.0904541015625,street
ACPL,28.7,Fair,57.541637430605874,28.771,24,0.587251525372267,0.607821553945541,0.0626875345515072,0.422329843044281,0.64407765865325906,0.221747815608978,street
PSME,40.2,Good,48.6315282840983,24.316,19,0.455284956254457,0.457859814167023,0.0535161051375979,0.354081958532333,0.540661931037903,0.186579972505569,street
ACPL,9.5,Fair,27.128923168866713,13.564,6,0.490273877978325,0.489026084542274,0.034801827232598,0.440987795591354,0.550285160541534,0.10929736495018,street
ACPL,6.2,Fair,20.23559654621565,10.118,4,0.384455278515816,0.384108647704124,0.0392018475177345,0.344338178634644,0.42526564002037,0.0809274613857269,street
THPL,23.9,Fair,30.317187778280495,15.159,7,0.302233798163278,0.303915858268738,0.0233068669403361,0.271408796310425,0.343501210212708,0.0720924139022827,street
ACPL,18.1,Fair,43.10623638485133,21.553,14,0.43171203987939,0.437188491225243,0.0453970398278484,0.345382660627365,0.496617078781128,0.151234418153763,street
ACMA,4.7,Fair,20.324751082652945,10.162,4,0.328822150826454,0.330219611525536,0.0204797596350506,0.300063997507095,0.35478538274765,0.0547213852405548,street
ACMA,7.3,Fair,24.211237948130066,12.106,5,0.451823139190674,0.446588039398193,0.00874072180219779,0.444675862789154,0.467837870121002,0.0231620073318481,street
ACPL,38.9,Poor,64.17277611144958,32.086,34,0.527682931984172,0.528538763523102,0.0279843950198244,0.465361386537552,0.581895411014557,0.116534024477005,street
ACPL,16.3,Fair,40.03506319441612,20.018,14,0.439022098268781,0.440467804670334,0.100310099764687,0.280970513820648,0.590453326702118,0.30948281288147,street
ACPL,6.1,Fair,20.021269658135125,10.011,2,0.43115571141243,0.43115571141243,0.00967031717300415,0.421485394239426,0.440826028585434,0.0193406343460083,street
THPL,13.6,Fair,22.261366382207633,11.131,4,0.514818400144577,0.51937589049339306,0.0211171967648895,0.4837287068367,0.536793112754822,0.0530644059181213,street
THPL,12.1,Fair,20.791753123740893,10.396,4,0.496159069240093,0.499322891235352,0.0281926416960767,0.453381031751633,0.532609462738037,0.0792284309864044,street
THPL,12.7,Poor,21.390284415677012,10.695,4,0.318772003054619,0.319468647241592,0.0191882803400341,0.294369965791702,0.341780751943588,0.047410786151886,street
THPL,10,Fair,18.57914830686499,9.29,3,0.455788920323054,0.452475816011429,0.0227746872092997,0.429700255393982,0.485190689563751,0.0554904341697693,street
THPL,10,Fair,18.57914830686499,9.29,2,0.384880200028419,0.384880200028419,0.0250857323408127,0.359794467687607,0.409965932369232,0.0501714646816254,street
THPL,7,Fair,15.076878987094704,7.538,2,0.381716057658195,0.381716057658195,0.0323496907949448,0.349366366863251,0.41406574845314,0.0646993815898895,street
THPL,9,Fair,17.458036812783835,8.729,2,0.346093237400055,0.346093237400055,0.0032731294631958,0.342820107936859,0.349366366863251,0.0065462589263916,street
ACPL,6.9,Fair,21.727342934606437,10.864,4,0.276728138327599,0.271604806184769,0.0175888891104743,0.260666966438293,0.303035974502563,0.04236900806427,street
ACPL,4.2,Fair,15.89402225008272,7.947,2,0.346316605806351,0.346316605806351,0.0164558887481689,0.329860717058182,0.36277249455452,0.0329117774963379,street
ACMA,21.1,Poor,42.753441833633794,21.377,14,0.420990190335682,0.436321556568146,0.0649124263862404,0.286839455366135,0.503093302249908,0.216253846883774,street
ACPL,25.7,Fair,56.5,28.25,24,0.542954937865337,0.550194978713989,0.0300152193965157,0.484650880098343,0.587885022163391,0.103234142065048,park
ACPL,22.5,Fair,47,23.5,17,0.491889206802144,0.490497648715973,0.0346258851181336,0.421312123537064,0.539573013782501,0.118260890245438,park
ACPL,22.4,Fair,45,22.5,16,0.55992173589766,0.564396411180496,0.0360253698415277,0.476885110139847,0.604775369167328,0.127890259027481,park
ACPL,22,Fair,44.5,22.25,16,0.559071937575936,0.574473142623901,0.0438099372535535,0.454425364732742,0.604775369167328,0.150350004434586,park
ACPL,6,Fair,23,11.5,4,0.315373376011848,0.308410972356796,0.0241678381114505,0.28991773724556,0.354753822088242,0.0648360848426819,park
PSME,15.1,Fair,22,11,3,0.512630224227905,0.510338246822357,0.00384625206077365,0.50950413942337,0.518048286437988,0.00854414701461792,park
ACPL,18.1,Fair,45.5,22.75,16,0.604130860418081,0.607603490352631,0.0156460963130201,0.575123369693756,0.632190406322479,0.0570670366287231,park
ACPL,24.1,Fair,51,25.5,21,0.536302472863879,0.547763109207153,0.0284986866705436,0.4747254550457,0.577495634555817,0.102770179510117,park
THPL,40.8,Fair,46.5,23.25,17,0.513938342823702,0.513808369636536,0.0292814776793338,0.466759741306305,0.566119849681854,0.0993601083755493,park
ACPL,38.5,Good,67,33.5,37,0.553220278507954,0.571247339248657,0.0545030980718574,0.391426682472229,0.616122245788574,0.224695563316345,park
ACPL,27.1,Fair,61,30.5,29,0.574071740281993,0.576977789402008,0.0267448920098929,0.516705870628357,0.617699861526489,0.100993990898132,park
PSME,29.8,Poor,49.5,24.75,21,0.515434005430767,0.513347089290619,0.00991118093425707,0.496610373258591,0.542349457740784,0.045739084482193,park
THPL,16.4,Fair,20.5,10.25,3,0.531054099400838,0.529654264450073,0.00577837712601225,0.524781584739685,0.538726449012756,0.0139448642730713,park
PSME,25.8,Fair,41.5,20.75,15,0.423095273971558,0.426752656698227,0.0497163782152285,0.334075629711151,0.493972808122635,0.159897178411484,park
PSME,52.2,Fair,55,27.5,24,0.460122526933749,0.456204652786255,0.0291662999899034,0.41016012430191,0.505938470363617,0.0957783460617065,park
THPL,6.9,Fair,14,7,1.56207021395228,0.439382849835002,0.408670902252197,0.0432842063457038,0.366773158311844,0.4721320271492,0.105358868837357,park
ACPL,22.8,Fair,55.5,27.75,26,0.604835416261966,0.625689923763275,0.0456527985864442,0.519158005714417,0.654562771320343,0.135404765605927,park
ACPL,22,Fair,57,28.5,24,0.635783545672894,0.635721355676651,0.0129998704657868,0.608875453472137,0.659860491752625,0.0509850382804871,park
THPL,41.1,Fair,48.5,24.25,18,0.488828735219108,0.488017201423645,0.021393350492213,0.44262358546257,0.523153424263,0.0805298388004303,park
ACPL,3.2,Fair,15,7.5,2,0.553840726613998,0.553840726613998,0.00487640500068665,0.548964321613312,0.558717131614685,0.00975281000137329,park
ACPL,15,Fair,37.5,18.75,9,0.525044593546126,0.53840297460556,0.0410740906481288,0.439595282077789,0.574730157852173,0.135134875774384,park
PSME,19.8,Fair,22,11,4,0.4982745423913,0.499555036425591,0.016671932209631,0.478538393974304,0.515449702739716,0.0369113087654114,park
THPL,24,Fair,23.5,11.75,4,0.515042677521706,0.514933049678802,0.0100227944568658,0.502092599868774,0.528212010860443,0.0261194109916687,park
ACPL,19.9,Fair,44.5,22.25,16,0.477674290537834,0.483057752251625,0.0390345636189991,0.395017504692078,0.523120284080505,0.128102779388428,park
ACPL,17.1,Fair,37.5,18.75,12,0.507266243298849,0.524615496397018,0.0434376456080435,0.427846789360046,0.555214703083038,0.127367913722992,park
THPL,27.7,Fair,28.5,14.25,6,0.393513431151708,0.388537526130676,0.0413629741133212,0.332617580890656,0.461132735013962,0.128515154123306,park
ACPL,23,Fair,54,27,21,0.617405749502636,0.621977865695953,0.0240172305005986,0.559539020061493,0.650894224643707,0.0913552045822144,park
ACPL,26.9,Fair,54.5,27.25,25,0.599754731655121,0.606917500495911,0.0305756422814063,0.528366565704346,0.652456164360046,0.124089598655701,park
ACPL,24.7,Fair,51,25.5,21,0.572398277975264,0.582431554794312,0.0319414254968116,0.498392313718796,0.607251942157745,0.10885962843895,park
THPL,21.8,Fair,29.5,14.75,7,0.526142563138689,0.520961821079254,0.00836980755440849,0.51774275302887,0.541401207447052,0.0236584544181824,park
ACPL,26.8,Fair,54.5,27.25,24,0.550479933619499,0.559514403343201,0.0380133907499165,0.471573859453201,0.602993130683899,0.131419271230698,park
ACMA,35,Fair,59,29.5,28,0.539659158459732,0.542530387639999,0.0256710874060394,0.49629482626915,0.579739689826965,0.0834448635578156,park
ACMA,21.5,Fair,51.5,25.75,20,0.584123441576958,0.588470727205276,0.0208924176040518,0.544451951980591,0.614204883575439,0.0697529315948486,park
PSME,24.4,Fair,34,17,9,0.531925135188632,0.537148416042328,0.00926126662712406,0.517126977443695,0.54194176197052,0.024814784526825,park
ACMA,54.3,Poor,56.5,28.25,26,0.485900306930909,0.491790160536766,0.0336451534546357,0.42169663310051,0.533745944499969,0.11204931139946,park
PSME,32,Fair,45,22.5,17,0.480240592185189,0.474683672189713,0.0184276062123383,0.453709036111832,0.513287723064423,0.0595786869525909,park
ACMA,42.1,Fair,57.5,28.75,26,0.462125804561835,0.459832757711411,0.0218249794042903,0.419969499111176,0.520076215267181,0.100106716156006,park
ACMA,33.2,Fair,52,26,22,0.560680405660109,0.565844267606735,0.0191071621433823,0.523121416568756,0.595049321651459,0.0719279050827026,park
ACMA,21.3,Fair,54.5,27.25,25,0.525282447338104,0.52546751499176,0.0095650546181095,0.509730577468872,0.547834753990173,0.0381041765213013,park
ACMA,15.9,Fair,33,16.5,12,0.525670717159907,0.522603720426559,0.00957195170279488,0.514730334281921,0.544868648052216,0.0301383137702942,park
ACMA,17.8,Fair,37.5,18.75,12,0.522043744723002,0.522976338863373,0.00913817958063903,0.507322013378143,0.536430180072784,0.0291081666946411,park
ACMA,28.9,Fair,60.5,30.25,29,0.563446967766203,0.56463885307312,0.0149203876123984,0.534288883209229,0.589174449443817,0.0548855662345886,park
PSME,27.9,Fair,32.5,16.25,8,0.545208543539047,0.545299500226974,0.00493709785782638,0.535466551780701,0.551569819450378,0.0161032676696777,park
ACMA,29,Fair,57,28.5,25,0.512547458410263,0.51170152425766,0.011901385349658,0.485995709896088,0.536449015140533,0.0504533052444458,park
PSME,24.7,Fair,46,23,17,0.52008038408616,0.520919442176819,0.0115378457432939,0.497396945953369,0.536738395690918,0.0393414497375488,park
THPL,13.6,Fair,26,13,6,0.516723747054736,0.520407944917679,0.0118049327944663,0.499470263719559,0.528845429420471,0.0293751657009125,park
THPL,23.2,Fair,31.5,15.75,8,0.462590355426073,0.458337813615799,0.0196551456251231,0.439097762107849,0.50005179643631,0.0609540343284607,park
THPL,10,Good,22,11,3,0.450181990861893,0.451570510864258,0.00928688758340995,0.438177406787872,0.460798054933548,0.0226206481456757,park
THPL,34.4,Fair,42,21,15,0.408921321233114,0.39423480629921,0.0713235082076385,0.284400373697281,0.505540549755096,0.221140176057816,park
PSME,44.2,Good,47,23.5,18,0.53424402905835,0.536256462335587,0.0203964211300326,0.493351578712463,0.566081821918488,0.0727302432060242,park
ACPL,23.7,Good,65,32.5,34,0.583783275940839,0.582893848419189,0.0248990174084723,0.519062340259552,0.626174092292786,0.107111752033234,park
THPL,16.5,Fair,28,14,7,0.491137359823499,0.495008438825607,0.0240000331031571,0.448435842990875,0.531605541706085,0.08316969871521,park
PSME,25.2,Fair,42.5,21.25,16,0.594676580280066,0.59811332821846,0.0214347388599693,0.555568993091583,0.622272253036499,0.0667032599449158,park
THPL,41.3,Fair,35.5,17.75,12,0.592658072710037,0.589060366153717,0.0364777576991579,0.52423506975174,0.647297084331512,0.123062014579773,park
THPL,21.8,Fair,32.5,16.25,8,0.541960850358009,0.538349956274033,0.0353166268480238,0.475021362304688,0.586767137050629,0.111745774745941,park
PSME,36.7,Fair,45,22.5,17,0.488843628588845,0.488790839910507,0.0316393099058495,0.440747022628784,0.533543825149536,0.092796802520752,park
PSME,36.8,Fair,45,22.5,16,0.475056979805231,0.480633065104485,0.02811291114419,0.411788702011108,0.514142453670502,0.102353751659393,park
ACPL,21,Fair,55.5,27.75,25,0.546186656951904,0.544199287891388,0.0230347548833592,0.509697914123535,0.587289214134216,0.0775913000106812,park
ACMA,9,Good,33,16.5,9,0.391217261552811,0.394734710454941,0.0126660396617998,0.374912917613983,0.412459313869476,0.0375463962554932,park
PSME,39.5,Fair,62,31,31,0.536449653487052,0.541195392608643,0.023972521551533,0.478519409894943,0.576561868190765,0.0980424582958221,park
ACPL,35.8,Fair,77,38.5,49,0.569744187958386,0.590644061565399,0.0625380193549308,0.391757518053055,0.632515132427216,0.240757614374161,park
PSME,32.9,Fair,51.5,25.75,22,0.503637838092717,0.517531782388687,0.042059363397645,0.390870213508606,0.543707609176636,0.15283739566803,park
ACMA,41,Fair,65.5,32.75,32,0.584097428247333,0.585251659154892,0.018368146269493,0.535791993141174,0.6117023229599,0.0759103298187256,park
PSME,35.3,Fair,41.5,20.75,14,0.504612401127815,0.504036009311676,0.0148397267689445,0.474061161279678,0.527116179466248,0.0530550181865692,park
PSME,24.3,Fair,34.5,17.25,12,0.546376660466194,0.543879091739655,0.0101378495334652,0.530643284320831,0.569872140884399,0.0392288565635681,park
ACMA,46.7,Fair,63,31.5,30,0.600637763738632,0.602353036403656,0.0191143032580996,0.549726188182831,0.630003988742828,0.0802778005599976,park
THPL,37.2,Fair,39,19.5,11,0.448394160379063,0.461776733398438,0.0404354218372184,0.356961727142334,0.489310085773468,0.132348358631134,park
THPL,33.7,Fair,37,18.5,13,0.4729510981303,0.483123928308487,0.0306094022838573,0.40349143743515,0.518561244010925,0.115069806575775,park
ACMA,21.7,Fair,47.5,23.75,18,0.548455049594243,0.553599148988724,0.0445180673369056,0.473592698574066,0.615338027477264,0.141745328903198,park
ACMA,39.1,Fair,80.5,40.25,52,0.545734875477277,0.550667017698288,0.0489116292454189,0.438337862491608,0.627120196819305,0.188782334327698,park
PSME,37.1,Fair,34.5,17.25,9,0.513598081138399,0.51336944103241,0.0214642270176295,0.4803706407547,0.545812010765076,0.065441370010376,park
PSME,34,Fair,37,18.5,10,0.527238184213638,0.524911761283875,0.00751408817683162,0.513160526752472,0.539266049861908,0.026105523109436,park
PSME,22.3,Fair,28,14,7,0.512520496334348,0.51771867275238,0.0121662232617217,0.487730771303177,0.525703191757202,0.0379724204540253,park
PSME,28,Fair,43.5,21.75,16,0.53797547146678,0.540775448083878,0.0161478772816706,0.501364767551422,0.558969140052795,0.0576043725013733,park
PSME,34,Fair,42.5,21.25,14,0.53449855531965,0.53506726026535,0.0116285216557483,0.511589586734772,0.558430671691895,0.0468410849571228,park
THPL,5,Fair,22,11,4,0.450328342616558,0.447710260748863,0.00792681723486662,0.443189918994904,0.462702929973602,0.0195130109786987,park
THPL,12.5,Fair,24,12,5,0.627729415893555,0.627447485923767,0.0115839107039848,0.60809600353241,0.639482259750366,0.0313862562179565,park
THPL,11.7,Fair,21,10.5,3,0.601481219132741,0.605571925640106,0.00763973795240094,0.590775728225708,0.60809600353241,0.0173202753067017,park
ACMA,22.9,Fair,42,21,14,0.510886271085058,0.512370765209198,0.0535156632937698,0.406478077173233,0.583233952522278,0.176755875349045,park
THPL,11.3,Fair,22.5,11.25,4,0.621037647128105,0.62111222743988,0.00567087869248223,0.615214884281158,0.626711249351501,0.011496365070343,park
ACMA,22.5,Fair,44,22,16,0.624278929084539,0.628990650177002,0.0177968850413194,0.583449006080627,0.648165583610535,0.0647165775299072,park
ACMA,13.4,Good,26.5,13.25,6,0.594943443934123,0.596624970436096,0.0307170094788695,0.550187349319458,0.633764386177063,0.083577036857605,park
ACPL,4.5,Poor,10.5,5.25,0.878664495427006,0.29656455761572,0.296727359294891,0.00304814840736742,0.292717128992081,0.30017626285553,0.0074591338634491,park
